DATE,AQI,PM2.5 AVG,PM2.5 MIN,PM2.5 MAX,PM10 AVG,PM10 MIN,PM10 MAX,NO2 AVG,NO2 MIN,NO2 MAX,NH3 AVG,NH3 MIN,NH3 MAX,SO2 AVG,SO2 MIN,SO2 MAX,CO AVG,CO MIN,CO MAX,OZONE AVG,OZONE MIN,OZONE MAX,PROMINENT POLLUTENT,MAX TEMP,MIN TEMP,HUMIDITY
6/8/2018,169,169,30,255,128,9,184,9,4,91,2,2,2,22,7,56,42,14,93,23,8,47,PM2.5,41,32,40
6/9/2018,105,79,21,176,105,45,176,29,12,73,2,1,8,18,2,52,29,10,42,24,7,42,PM10,40,32,45
6/10/2018,108,100,41,233,108,75,138,24,6,54,2,1,4,28,4,60,31,22,56,26,5,40,PM10,42,33,35
6/11/2018,113,100,49,183,113,72,145,25,7,66,2,1,3,18,4,34,25,17,60,24,8,39,PM10,44,32,20
6/12/2018,139,114,39,300,139,108,207,24,8,54,2,2,2,27,3,61,36,12,49,14,4,32,PM10,45,33,18
6/13/2018,163,115,31,238,163,114,358,23,7,45,2,2,2,25,11,53,30,16,47,18,4,38,PM10,47,34,15
6/14/2018,486,419,150,500,486,222,500,19,8,28,2,1,3,14,1,34,27,14,46,22,7,40,PM10,46,33,20
6/15/2018,344,344,146,500,290,120,450,22,2,44,2,1,3,32,4,100,22,7,97,21,8,45,PM2.5,44,32,24
6/16/2018,364,293,13,500,364,181,500,74,3,108,2,1,5,26,2,71,51,8,123,23,9,46,PM10,42,30,29
6/17/2018,141,141,47,313,128,60,264,25,4,60,5,1,16,13,3,21,40,6,112,25,7,40,PM2.5,40,31,30
6/18/2018,134,89,48,168,134,116,155,23,6,55,4,1,37,14,1,28,26,10,74,18,10,58,PM10,39,29,34
6/19/2018,138,90,43,166,138,115,150,34,8,69,1,1,11,11,1,30,21,8,45,28,10,40,PM10,42,30,25
6/20/2018,144,90,32,179,144,103,194,22,2,44,3,1,4,21,3,56,37,10,105,16,10,59,PM10,41,31,20
6/21/2018,124,88,40,216,124,65,225,32,9,61,3,2,4,17,2,27,10,1,103,33,9,79,PM10,43,32,16
6/22/2018,94,55,14,95,94,66,121,24,8,55,2,2,2,22,1,62,11,4,23,38,16,55,PM10,44,33,19
6/23/2018,120,120,49,192,113,69,208,16,13,19,1,1,1,14,7,33,12,2,31,31,8,45,PM2.5,42,32,30
6/24/2018,94,94,54,148,76,39,99,19,9,104,1,1,5,11,7,18,9,3,41,34,10,78,PM2.5,41,31,24
6/25/2018,115,105,57,158,115,64,172,17,6,36,1,1,1,11,2,20,12,6,38,34,8,63,PM10,43,33,20
6/26/2018,114,91,54,143,114,67,145,15,12,19,1,1,2,9,1,19,17,5,29,38,17,60,PM10,41,30,15
6/27/2018,100,86,46,128,100,41,181,17,13,33,1,1,2,12,2,33,34,8,75,42,10,78,PM10,41,31,30
6/28/2018,60,60,28,96,58,24,98,15,8,17,1,1,1,9,2,29,27,5,118,50,9,79,PM2.5,40,30,45
6/29/2018,60,52,24,78,60,22,85,16,15,18,1,1,1,9,5,16,22,5,63,67,8,88,PM10,37,28,70
6/30/2018,86,75,37,111,86,67,107,16,14,17,1,1,1,8,6,12,26,1,73,46,20,58,PM10,36,29,52
7/1/2018,94,87,55,169,94,70,134,16,11,33,1,1,1,7,1,16,18,2,47,30,21,56,PM10,36,28,55
7/2/2018,87,80,35,99,87,46,110,17,15,43,1,1,2,6,1,12,25,2,40,36,16,60,PM10,35,28,58
7/3/2018,65,60,31,112,65,32,103,16,12,17,1,1,1,9,1,17,18,10,58,53,17,81,PM10,35,27,60
7/4/2018,68,56,25,94,68,24,124,15,8,17,1,1,1,10,2,26,28,5,126,32,22,80,PM10,34,26,63
7/5/2018,64,58,29,86,64,40,85,16,15,17,1,1,1,10,3,20,16,1,59,51,3,75,PM10,38,28,42
7/6/2018,70,65,45,84,70,54,87,16,10,17,1,1,1,8,2,16,33,8,79,38,24,51,PM10,40,29,40
7/7/2018,72,60,39,75,72,52,87,16,14,17,1,1,1,5,1,13,48,16,84,31,19,47,PM10,41,30,31
7/8/2018,87,55,21,91,87,64,113,15,4,17,1,1,1,9,1,29,41,1,107,32,27,47,PM10,40,30,45
7/9/2018,108,74,48,107,108,79,142,16,15,17,1,1,1,8,2,14,34,10,78,35,18,46,PM10,40,31,50
7/10/2018,97,75,44,109,97,66,121,16,15,17,1,1,1,7,3,13,14,1,83,36,20,43,PM10,42,31,46
7/11/2018,86,63,25,79,86,50,118,15,6,17,1,1,1,7,2,20,22,7,78,31,19,48,PM10,40,30,52
7/12/2018,70,17,1,67,70,17,101,15,8,17,1,1,1,8,1,20,57,14,111,37,26,49,PM10,39,30,54
7/13/2018,50,49,5,153,30,5,66,10,4,18,1,1,1,7,3,13,50,25,68,32,22,40,CO,37,29,70
7/14/2018,40,16,1,57,40,20,66,16,15,17,1,1,1,6,2,8,36,25,45,36,25,45,PM10,38,29,54
7/15/2018,43,23,8,47,43,23,60,15,2,17,1,1,1,6,4,18,22,22,37,22,22,37,PM10,37,29,65
7/16/2018,60,43,8,130,60,36,105,15,11,17,1,1,1,11,4,38,43,22,73,43,22,73,PM10,38,28,62
7/17/2018,69,21,3,50,69,21,103,16,13,18,1,1,1,6,2,20,35,14,83,35,14,83,PM10,37,29,63
7/18/2018,77,72,4,500,77,36,111,16,16,17,1,1,1,3,1,5,31,17,48,31,17,48,PM10,36,28,61
7/19/2018,96,81,9,190,96,33,147,15,12,17,1,1,1,30,2,103,75,3,112,75,3,112,PM10,35,27,45
7/20/2018,79,74,30,121,79,44,132,8,5,10,1,1,1,23,2,105,48,36,121,48,36,121,PM10,33,28,50
7/21/2018,116,116,56,286,66,38,103,5,1,15,1,1,1,22,4,95,41,28,70,41,28,70,PM2.5,33,27,55
7/22/2018,110,110,46,286,62,39,103,6,2,15,1,1,1,21,3,85,43,28,58,43,28,58,PM2.5,35,27,49
7/23/2018,96,96,40,180,78,38,125,7,4,17,1,1,1,19,5,78,38,24,49,38,24,49,PM2.5,33,28,60
7/24/2018,99,72,21,347,99,3,265,7,3,16,2,1,3,4,2,11,34,16,111,34,16,102,PM10,34,27,62
7/25/2018,84,35,3,142,84,56,113,6,2,18,2,1,2,7,3,11,44,3,59,44,8,59,PM10,36,28,65
7/26/2018,71,34,1,83,71,41,105,16,16,17,1,1,1,6,4,8,6,4,8,42,7,69,PM10,32,27,79
7/27/2018,55,40,23,53,55,33,68,16,16,17,1,1,1,7,4,10,34,8,63,34,9,63,PM10,33,27,65
7/28/2018,53,42,23,54,53,33,67,16,16,17,1,1,1,6,4,9,38,17,60,38,17,60,PM10,34,28,50
7/29/2018,60,45,21,78,60,29,99,14,12,18,2,1,2,7,3,10,42,10,78,42,10,78,PM10,35,27,45
7/30/2018,55,50,20,97,55,25,88,15,11,17,1,1,2,6,2,9,50,9,79,50,9,79,PM10,36,26,51
7/31/2018,67,54,30,94,51,27,83,16,13,17,1,1,1,6,2,9,67,8,88,67,8,88,CO,38,28,50
8/1/2018,57,51,23,73,57,26,87,16,13,18,1,1,1,5,3,10,46,20,58,46,20,58,PM10,37,26,40
8/2/2018,95,68,48,91,95,65,129,17,16,17,1,1,1,5,3,7,30,21,56,30,21,56,PM10,36,25,39
8/3/2018,88,61,41,89,88,51,106,16,15,17,1,1,1,5,3,7,36,16,60,36,16,60,PM10,37,27,45
8/4/2018,87,81,48,300,87,70,133,17,16,17,1,1,1,5,3,9,53,17,81,53,17,81,PM10,36,26,45
8/5/2018,113,113,41,323,73,9,109,16,16,17,1,1,1,5,3,8,32,22,80,32,22,80,PM2.5,38,28,62
8/6/2018,51,43,14,179,34,10,71,17,16,17,1,1,1,13,1,15,51,3,75,51,3,75,CO,36,27,69
8/7/2018,45,21,12,31,18,8,32,16,16,17,1,1,1,14,9,25,45,32,104,45,32,104,CO,37,26,61
8/8/2018,39,25,14,48,39,14,72,17,16,17,1,1,1,7,1,16,23,2,76,23,2,76,PM10,36,27,62
8/9/2018,42,28,11,56,42,15,73,16,13,17,1,1,1,7,1,18,27,3,65,27,3,65,PM10,36,26,65
8/10/2018,56,41,19,94,56,24,105,16,16,17,1,1,1,24,6,38,38,6,79,38,6,79,PM10,35,27,63
8/11/2018,55,55,25,133,39,30,49,16,14,19,2,1,2,13,5,25,39,2,56,39,2,56,PM2.5,36,26,65
8/12/2018,54,30,12,54,54,19,111,16,14,18,1,1,1,13,1,29,31,1,58,31,1,58,PM10,35,27,68
8/13/2018,51,23,7,69,51,18,66,17,15,18,1,1,1,15,9,26,47,1,81,47,1,81,PM10,36,26,60
8/14/2018,85,23,9,38,50,32,86,16,3,20,1,1,1,14,3,22,58,41,103,58,41,103,CO,36,26,62
8/15/2018,46,27,11,41,46,26,74,16,9,21,1,1,1,14,2,31,43,16,95,43,16,95,PM10,35,27,68
8/16/2018,62,33,14,54,62,36,109,16,9,27,1,1,2,13,2,31,47,10,95,47,10,95,PM10,36,26,65
8/17/2018,78,35,10,65,55,27,92,15,9,24,1,1,1,20,11,46,78,28,101,78,28,101,CO,35,27,66
8/18/2018,58,31,8,57,58,23,81,16,9,21,1,1,1,21,10,35,44,24,101,44,24,101,PM10,36,27,66
8/19/2018,63,21,9,38,33,24,46,16,11,19,1,1,1,15,2,31,63,5,84,63,5,84,CO,35,26,65
8/20/2018,38,27,19,37,38,25,57,16,13,19,1,1,1,13,7,24,36,18,75,36,18,75,PM10,36,27,64
8/21/2018,50,27,10,43,46,19,71,16,16,17,1,1,1,16,2,28,50,16,92,50,16,92,CO,36,27,67
8/22/2018,68,35,19,59,51,21,100,16,16,17,1,1,1,13,2,27,68,10,90,68,10,90,CO,35,26,68
8/23/2018,38,20,7,41,27,10,45,17,16,17,1,1,1,13,9,19,38,20,70,38,20,70,CO,35,27,60
8/24/2018,56,25,5,40,46,20,74,15,6,17,1,1,2,12,2,33,56,13,83,56,13,83,CO,36,26,65
8/25/2018,38,22,11,46,38,23,55,16,11,17,1,1,1,6,3,13,12,5,58,12,5,58,PM10,36,27,68
8/26/2018,39,22,9,42,39,27,50,16,16,17,1,1,1,6,1,14,9,2,25,9,2,25,PM10,35,26,60
8/27/2018,41,27,15,49,41,36,53,16,15,17,1,1,1,6,1,15,17,2,29,17,2,29,PM10,36,26,62
8/28/2018,56,34,23,49,56,46,79,16,14,20,1,1,1,7,4,12,13,1,30,13,1,30,PM10,36,27,64
8/29/2018,47,34,19,56,47,24,64,16,12,21,1,1,1,4,1,8,8,1,31,8,1,31,PM10,36,26,62
8/30/2018,42,32,17,51,40,22,74,16,11,19,1,1,1,5,2,9,42,29,54,42,29,54,CO,36,26,68
8/31/2018,57,35,25,41,57,39,80,16,13,20,1,1,1,7,4,12,39,18,49,39,18,49,PM10,35,25,68
9/1/2018,57,33,22,50,57,40,83,17,14,37,1,1,3,7,1,17,34,27,47,34,27,47,PM10,36,26,69
9/2/2018,51,29,22,44,51,35,66,16,14,18,1,1,1,8,2,15,38,22,49,38,22,49,PM10,35,25,70
9/3/2018,48,35,16,119,48,33,86,15,1,18,1,1,1,10,3,29,36,20,43,36,20,43,PM10,34,26,72
9/4/2018,41,30,17,45,41,28,50,16,13,20,1,1,1,9,2,14,31,19,47,31,19,47,PM10,34,25,68
9/5/2018,46,36,19,61,46,32,87,16,13,18,1,1,1,6,1,12,37,26,49,37,26,49,PM10,35,25,69
9/6/2018,50,37,20,64,50,36,62,16,10,19,1,1,1,8,3,15,32,21,40,32,21,40,PM10,35,26,72
9/7/2018,46,32,19,46,46,31,67,16,14,23,1,1,1,8,2,16,42,28,55,42,28,55,PM10,34,26,75
9/8/2018,30,11,4,18,18,1,47,13,1,18,1,1,1,14,6,25,30,9,36,30,9,36,CO,34,25,70
9/9/2018,44,30,10,53,44,12,70,16,13,21,1,1,1,9,1,15,38,25,73,38,25,73,PM10,34,26,74
9/10/2018,37,24,11,38,29,12,49,16,10,18,1,1,1,11,6,23,37,23,47,37,23,47,CO,33,25,75
9/11/2018,30,26,15,44,26,19,36,20,11,36,2,1,5,8,2,18,30,27,45,30,27,45,CO,33,24,72
9/12/2018,37,32,22,61,32,17,67,34,30,39,5,5,6,9,3,18,37,24,41,37,24,41,CO,34,25,73
9/13/2018,47,25,18,36,47,29,87,35,29,38,5,5,5,21,5,94,33,18,51,33,18,51,PM10,33,24,68
9/14/2018,66,28,17,53,66,52,87,32,18,77,5,4,7,10,4,109,24,11,68,24,11,68,PM10,34,25,65
9/15/2018,50,21,14,32,40,29,57,30,25,39,6,6,7,6,2,23,50,8,59,50,8,59,CO,34,24,62
9/16/2018,50,23,11,47,30,20,39,30,25,32,6,6,7,4,3,6,50,46,54,50,46,54,CO,35,24,50
9/17/2018,52,26,16,56,29,23,47,30,26,33,6,6,7,4,2,7,52,46,54,52,46,54,CO,34,23,55
9/18/2018,66,66,14,91,65,1,125,29,16,35,6,5,6,5,3,8,42,12,60,42,12,60,PM2.5,35,23,52
9/19/2018,83,77,35,121,83,59,102,31,15,38,5,4,8,5,2,11,24,15,50,24,15,50,PM10,34,23,55
9/20/2018,109,107,71,192,109,77,135,25,14,31,6,3,9,7,4,15,43,10,63,43,10,63,PM10,36,22,48
9/21/2018,129,129,67,198,108,80,131,22,12,26,8,4,11,7,2,14,40,28,59,40,28,59,PM2.5,35,23,50
9/22/2018,60,53,25,86,60,29,89,18,10,21,5,3,8,10,1,21,40,26,72,40,26,72,PM10,34,22,55
9/23/2018,55,55,20,78,51,24,78,18,12,22,6,4,9,6,3,10,31,24,45,31,24,45,PM2.5,33,22,60
9/24/2018,51,40,16,56,51,24,72,16,10,18,6,2,10,7,4,12,24,10,35,24,10,35,PM10,34,23,62
9/25/2018,36,25,10,69,36,9,77,14,8,16,5,1,8,7,4,13,27,16,44,27,16,44,PM10,30,22,76
9/26/2018,44,44,12,70,41,19,67,26,26,36,5,4,13,6,1,13,28,11,38,28,11,38,PM2.5,31,23,70
9/27/2018,79,79,38,138,69,40,105,28,23,37,4,4,5,6,1,16,39,20,53,39,20,53,PM2.5,32,22,62
9/28/2018,132,132,30,434,109,52,281,28,26,63,4,4,5,9,1,32,34,14,61,34,14,61,PM2.5,33,23,65
9/29/2018,42,30,15,48,31,12,59,27,26,53,4,4,4,42,19,98,35,23,84,35,23,84,SO2,33,22,60
9/30/2018,28,23,7,45,21,12,39,26,26,26,4,4,4,20,5,40,28,20,57,28,20,65,CO,34,23,49
10/1/2018,48,36,18,47,32,20,44,26,25,27,4,4,4,41,4,116,48,19,96,48,19,96,CO,33,21,40
10/2/2018,46,33,12,52,37,27,47,26,26,26,4,4,4,35,8,78,46,16,100,46,16,70,CO,32,22,42
10/3/2018,52,38,11,58,34,25,54,26,26,26,4,4,4,45,10,75,52,8,109,38,11,61,CO,33,21,45
10/4/2018,68,40,14,78,39,30,73,26,26,26,4,4,4,68,4,123,52,16,105,25,12,44,SO2,32,22,42
10/5/2018,52,37,14,64,39,31,63,26,26,26,4,4,4,40,5,78,52,11,91,26,8,42,CO,33,22,36
10/6/2018,80,77,39,131,80,34,104,26,25,28,4,4,4,22,2,68,44,6,103,22,8,35,PM10,32,22,45
10/7/2018,109,109,32,180,109,75,122,26,22,33,5,4,18,10,2,27,40,6,100,18,8,45,PM2.5,32,23,45
10/8/2018,122,122,28,266,108,55,170,28,26,76,5,4,18,10,4,23,47,2,89,14,9,35,PM2.5,31,21,42
10/9/2018,137,130,60,309,137,96,189,28,23,83,4,4,5,13,5,20,48,4,119,16,7,26,PM10,32,22,43
10/10/2018,161,161,63,267,118,101,134,15,13,26,5,4,5,15,6,34,95,46,102,11,9,18,PM2.5,32,22,48
10/11/2018,126,126,53,237,100,59,151,14,13,25,5,5,5,17,8,35,33,25,100,17,8,33,PM2.5,33,21,45
10/12/2018,109,109,48,207,81,44,123,14,14,21,5,5,5,13,9,22,30,15,79,18,2,52,PM2.5,32,21,40
10/13/2018,70,70,37,94,57,31,74,14,13,16,5,5,5,11,8,23,37,3,60,14,1,49,PM2.5,31,22,38
10/14/2018,94,94,45,167,77,46,103,14,12,14,5,5,5,11,7,19,44,6,58,14,5,36,PM2.5,32,21,39
10/15/2018,93,93,65,153,83,58,112,14,13,15,5,5,5,10,8,12,24,2,68,12,8,23,PM2.5,32,20,30
10/16/2018,143,143,29,289,106,73,147,14,13,14,5,5,5,14,9,43,56,9,96,11,8,14,PM2.5,32,21,29
10/17/2018,125,125,65,191,104,79,128,14,13,19,5,5,5,25,11,61,51,7,76,11,8,23,PM2.5,32,20,34
10/18/2018,194,194,92,267,125,93,155,14,13,17,5,5,5,18,12,35,48,37,115,11,8,16,PM2.5,31,21,36
10/19/2018,118,118,71,180,92,61,123,14,14,16,6,5,11,12,8,18,37,1,105,14,9,23,PM2.5,33,21,30
10/20/2018,145,145,69,227,92,51,129,14,13,14,10,10,11,10,8,14,49,16,74,12,9,23,PM2.5,32,20,29
10/21/2018,100,100,47,171,76,55,104,14,14,15,11,10,11,11,8,20,24,10,75,19,11,37,PM2.5,31,20,25
10/22/2018,165,165,50,298,98,47,128,14,14,14,10,10,11,11,9,18,34,1,65,22,14,30,PM2.5,32,20,26
10/23/2018,148,148,74,221,106,72,136,14,13,14,11,10,11,17,8,33,62,5,82,12,7,35,PM2.5,31,19,24
10/24/2018,138,138,57,240,91,58,129,13,12,15,10,10,11,18,2,52,59,28,89,12,9,28,PM2.5,31,19,25
10/25/2018,124,124,64,233,84,52,121,13,13,14,11,10,11,14,1,49,53,30,106,14,8,18,PM2.5,31,19,28
10/26/2018,146,146,67,229,100,55,133,14,13,17,11,10,11,14,5,36,45,36,103,10,7,17,PM2.5,32,20,30
10/27/2018,167,167,74,248,124,83,194,14,13,17,10,10,11,12,8,23,61,17,73,19,7,64,PM2.5,31,21,38
10/28/2018,160,160,71,245,112,83,145,13,11,19,10,10,11,11,8,14,27,18,71,14,7,32,PM2.5,30,20,35
10/29/2018,197,197,39,311,123,74,163,14,13,19,10,10,11,11,8,23,43,24,67,14,12,19,PM2.5,31,19,39
10/30/2018,182,182,31,311,115,57,151,14,13,15,10,10,11,11,8,16,44,24,74,14,11,19,PM2.5,31,20,35
10/31/2018,113,113,41,212,98,60,137,15,13,32,10,10,11,14,9,23,37,24,79,14,11,20,PM2.5,30,19,43
11/1/2018,135,135,24,251,104,62,128,14,13,14,10,10,10,12,9,23,38,21,70,13,9,22,PM2.5,30,19,42
11/2/2018,114,114,30,302,101,58,193,14,13,16,10,10,11,19,11,37,28,8,109,14,8,23,PM2.5,29,18,41
11/3/2018,52,52,4,89,52,22,98,14,12,15,10,8,12,22,14,30,29,18,53,12,7,28,PM10,28,19,40
11/4/2018,91,77,7,126,91,28,403,15,12,17,9,7,11,12,7,35,15,4,71,14,9,20,PM10,29,18,43
11/5/2018,92,92,26,139,83,36,242,14,13,14,10,10,10,12,7,28,29,6,56,11,4,34,PM2.5,27,17,45
11/6/2018,126,126,57,195,88,44,113,14,13,14,10,10,10,10,2,12,22,6,34,12,2,25,PM2.5,28,18,45
11/7/2018,139,139,50,248,102,61,133,14,13,14,10,10,11,10,7,17,14,2,51,11,4,24,PM2.5,28,17,33
11/8/2018,170,170,37,355,153,1,452,26,14,82,10,10,11,19,7,64,69,2,104,13,5,26,PM2.5,27,17,30
11/9/2018,164,79,42,141,164,86,264,14,13,14,10,10,11,14,7,32,12,8,34,16,10,30,PM10,28,18,32
11/10/2018,169,77,52,81,169,117,264,14,11,14,10,10,10,14,12,19,13,8,36,18,9,29,PM10,29,17,30
11/11/2018,118,77,52,92,118,81,163,14,13,17,10,10,11,14,11,19,12,7,34,17,8,28,PM10,28,18,35
11/12/2018,120,79,78,92,120,69,163,14,13,17,10,10,11,14,11,20,11,6,28,21,10,37,PM10,27,17,32
11/13/2018,123,70,39,110,123,69,168,14,12,16,10,9,11,13,9,22,14,8,29,16,8,37,PM10,27,18,39
11/14/2018,110,90,40,210,110,70,199,13,12,15,10,8,12,14,8,23,13,7,25,14,9,31,PM10,28,17,35
11/15/2018,92,92,26,139,83,36,242,14,13,14,10,10,10,12,7,28,29,6,56,21,11,29,PM2.5,27,17,39
11/16/2018,45,45,23,52,42,42,42,16,13,6+2,11,10,15,14,9,20,22,6,40,13,8,47,PM2.5,28,16,30
11/17/2018,101,75,61,95,101,68,130,40,39,40,1,1,2,11,1,34,40,11,80,18,7,40,PM10,29,17,25
11/18/2018,117,103,43,193,117,51,172,14,13,14,11,10,11,12,2,25,12,5,51,21,7,47,PM10,28,18,24
11/19/2018,113,90,41,169,113,83,138,14,13,15,10,10,11,11,4,24,9,3,27,17,8,45,PM10,28,17,29
11/20/2018,118,104,32,195,118,76,176,14,13,16,11,10,11,9,2,18,17,2,30,20,7,40,PM10,29,18,31
11/21/2018,93,65,30,173,93,56,115,14,13,14,11,10,11,6,1,15,13,2,28,19,8,43,PM10,28,17,30
11/22/2018,107,86,28,245,107,45,176,14,13,23,11,10,11,7,2,15,8,1,31,17,7,40,PM10,29,17,28
11/23/2018,125,83,42,168,125,74,165,14,13,16,10,10,11,8,1,17,38,24,51,18,7,32,PM10,27,16,29
11/24/2018,76,44,27,129,76,45,104,14,13,14,10,10,11,9,2,18,31,19,47,18,7,40,PM10,28,17,24
11/25/2018,103,64,26,142,103,49,149,15,13,41,11,10,12,10,4,21,32,27,47,10,5,41,PM10,28,15,28
11/26/2018,161,147,31,384,161,107,233,17,13,75,11,9,15,11,1,20,35,18,46,15,5,43,PM10,27,16,30
11/27/2018,138,98,34,191,138,65,211,14,13,14,10,10,11,11,5,19,36,20,43,12,8,47,PM10,27,16,20
11/28/2018,144,76,29,168,144,106,205,14,13,16,10,10,11,12,4,12,31,19,48,13,8,24,PM10,26,15,24
11/29/2018,121,86,35,201,121,87,168,14,13,30,11,10,11,12,7,27,37,26,49,22,8,42,PM10,27,16,25
11/30/2018,102,80,29,207,102,66,134,14,13,14,10,10,11,11,2,12,32,22,40,18,8,42,PM10,26,15,29
12/1/2018,93,54,26,180,93,49,133,14,13,18,10,9,11,10,7,17,18,10,28,16,8,37,PM10,26,16,30
12/2/2018,130,92,27,229,130,54,173,14,13,14,10,10,11,20,7,39,28,9,36,14,9,31,PM10,25,15,33
12/3/2018,105,58,30,159,105,73,133,14,13,14,11,10,11,14,7,32,25,18,32,18,9,37,PM10,24,14,35
12/4/2018,94,60,30,123,94,73,117,14,13,14,11,10,11,13,8,19,28,23,45,19,9,41,PM10,25,15,36
12/5/2018,122,73,34,142,122,96,172,13,13,14,10,10,11,14,11,22,34,26,47,26,8,46,PM10,24,13,39
12/6/2018,114,68,30,142,114,75,139,13,13,14,10,10,11,13,5,25,28,20,41,37,9,46,PM10,24,12,40
12/7/2018,133,87,49,216,133,104,202,13,13,14,10,10,11,14,2,29,28,12,55,16,8,36,PM10,23,13,43
12/8/2018,104,68,29,152,104,86,125,13,13,14,10,10,11,15,9,26,36,15,58,16,8,35,PM10,23,12,40
12/9/2018,109,66,29,130,109,85,131,13,13,14,11,10,11,14,4,24,32,9,49,13,7,23,PM10,22,13,42
12/10/2018,133,85,32,204,133,64,157,13,13,14,10,10,11,18,2,32,26,10,38,11,7,29,PM10,22,12,46
12/11/2018,86,54,29,94,86,44,139,14,13,19,10,10,11,15,3,28,28,12,39,9,7,16,PM10,23,13,35
12/12/2018,99,59,28,165,99,48,151,13,13,14,10,10,11,20,9,46,30,11,41,11,7,13,PM10,22,13,30
12/13/2018,64,47,26,80,64,29,85,13,13,14,11,10,11,21,10,35,32,10,42,13,8,24,PM10,22,11,25
12/14/2018,42,40,26,72,42,21,65,13,13,14,10,10,10,12,6,28,38,18,55,14,8,22,PM10,21,11,22
12/15/2018,54,32,25,72,54,31,75,14,13,14,10,10,11,11,7,24,26,12,45,14,8,29,PM10,20,10,15
12/16/2018,70,43,26,88,70,42,104,14,13,24,10,10,11,5,6,12,28,14,38,16,8,31,PM10,21,11,20
12/17/2018,70,58,226,270,70,37,108,14,13,14,10,10,11,10,3,25,24,15,32,10,7,27,PM10,22,12,25
12/18/2018,109,53,9,327,109,85,134,14,13,14,10,10,11,7,4,20,24,18,34,14,9,31,PM10,24,13,24
12/19/2018,117,35,2,118,117,60,164,14,14,14,11,10,11,19,3,25,14,10,18,18,9,37,PM10,25,13,24
12/20/2018,132,104,52,241,132,83,184,14,13,14,11,10,11,11,8,19,18,12,22,19,9,41,PM10,26,14,30
12/21/2018,124,110,30,260,124,90,155,16,14,47,11,10,12,18,10,24,21,7,31,25,4,33,PM10,24,12,32
12/22/2018,135,102,47,180,135,102,178,14,14,14,10,10,11,13,3,51,22,18,68,11,3,24,PM10,23,12,33
12/23/2018,245,215,69,328,245,165,405,14,13,15,10,10,11,23,2,58,31,19,55,5,3,12,PM10,24,11,35
12/24/2018,170,170,54,311,158,108,224,14,14,14,10,10,11,10,4,31,38,15,57,10,3,25,PM2.5,22,10,36
12/25/2018,121,104,51,198,121,77,167,14,13,14,11,10,11,12,4,29,35,22,50,7,3,20,PM10,23,10,39
12/26/2018,130,115,51,198,130,105,167,14,13,14,10,10,11,18,5,59,38,21,55,19,3,25,PM10,22,11,43
12/27/2018,198,198,56,318,187,96,290,14,14,14,10,10,11,11,5,25,42,19,54,11,11,19,PM2.5,23,10,45
12/28/2018,150,108,52,204,150,104,411,14,14,14,10,10,11,8,4,26,32,6,99,10,3,26,PM10,21,11,46
12/29/2018,135,133,53,246,135,91,164,14,14,14,10,10,11,7,3,13,35,22,57,11,3,27,PM10,22,10,45
12/30/2018,151,150,48,315,151,85,216,14,14,14,10,10,11,10,4,24,39,20,67,7,3,26,PM10,21,9,40
12/31/2018,176,158,58,319,176,130,266,14,14,14,10,10,11,8,5,18,40,17,65,18,3,45,PM10,21,10,46
1/1/2019,149,125,54,229,149,119,198,14,14,16,10,7,11,11,2,48,35,18,58,9,5,24,PM10,20,9,50
1/2/2019,220,206,52,330,220,152,274,14,14,15,10,10,11,10,3,29,34,16,54,8,4,20,PM10,20,8,50
1/3/2019,141,122,47,238,141,92,182,14,12,14,10,8,11,11,4,28,28,11,48,10,6,28,PM10,19,7,51
1/4/2019,130,112,54,200,130,100,177,14,12,14,10,9,11,18,5,44,38,22,54,11,5,17,PM10,18,6,53
1/5/2019,166,94,12,230,166,6,224,14,14,22,10,3,11,14,4,24,18,11,28,5,3,21,PM10,17,8,54
1/6/2019,86,54,29,128,86,49,157,14,10,16,11,10,11,15,6,22,26,10,34,6,4,10,PM10,18,7,54
1/7/2019,68,43,28,86,68,45,104,14,13,15,10,10,11,14,3,19,14,5,18,8,4,14,PM10,19,8,52
1/8/2019,89,48,29,93,89,48,120,14,12,18,10,8,11,12,5,22,15,6,20,11,5,21,PM10,19,6,53
1/9/2019,108,56,31,112,108,80,141,14,12,20,9,7,11,14,6,24,18,7,24,13,5,26,PM10,20,7,56
1/10/2019,116,64,31,205,116,83,163,14,12,18,10,8,12,18,10,21,25,10,45,9,5,29,PM10,21,8,51
1/11/2019,187,104,31,291,187,72,361,14,9,22,10,9,11,8,2,19,24,12,32,5,5,21,PM10,20,6,57
1/12/2019,191,123,43,303,191,145,336,18,10,24,12,8,18,11,6,24,22,10,34,6,3,17,PM10,21,5,45
1/13/2019,88,60,29,241,88,26,193,14,10,18,12,9,14,12,9,25,25,10,36,9,4,12,PM10,20,5,49
1/14/2019,74,43,30,74,74,47,126,14,10,18,9,7,12,10,7,28,20,11,28,8,4,15,PM10,19,6,48
1/15/2019,86,44,28,84,86,44,118,14,10,18,10,10,11,9,6,27,18,10,29,7,5,16,PM10,21,7,42
1/16/2019,123,81,31,280,123,87,185,8,2,41,4,3,11,10,8,14,19,8,24,11,6,20,PM10,22,8,45
1/17/2019,215,215,31,348,147,104,208,18,14,22,3,2,5,9,6,12,18,7,28,21,3,50,PM2.5,21,8,42
